,Unnamed: 0,SN,Movie,Worldwide,India Net,India Gross,Overseas,Budget,Verdict,imdb_id,Run_time (min),Released_month,imdb_Rating,imdb_Votes
443,464,465,36 China Town,360000000,220000000,300000000,50000000,180000000,Above Average,tt0477252,140.0,May,5.8,5491.0
444,465,466,Mission Kashmir,420000000,220000000,370000000,40000000,200000000,Average,tt0248185,154.0,Oct,6.6,7748.0
445,467,468,Pardes,400000000,220000000,340000000,60000000,80000000,SuperHit,tt0119861,191.0,Dec,6.9,16392.0
446,468,469,Billu,460000000,220000000,290000000,160000000,240000000,Below Average,tt1230448,137.0,Feb,6.4,13974.0
447,469,470,Kismat Konnection,370000000,220000000,300000000,70000000,250000000,Flop,tt1105733,153.0,Jul,5.3,6195.0
448,470,471,1920 - Evil Returns,300000000,220000000,300000000,0,80000000,Above Average,tt2222550,124.0,Nov,4.9,2425.0
449,471,472,Mere Baap Pehle Aap,350000000,220000000,300000000,50000000,180000000,Below Average,tt1170404,163.0,Jun,5.5,2659.0
450,472,473,Joker,320000000,220000000,300000000,10000000,470000000,Disaster,tt7286456,122.0,Oct,8.3,1619842.0
451,473,474,Murder 3,330000000,220000000,300000000,20000000,150000000,Below Average,tt2429640,124.0,Feb,5.0,2892.0
452,474,475,Ek Ladki Ko Dekha Toh Aisa Laga,440000000,220000000,260000000,180000000,500000000,Flop,tt8108164,120.0,Feb,5.6,4862.0
453,475,476,Mrs Chatterjee Vs Norway,370000000,220000000,260000000,110000000,200000000,Hit,tt14295590,144.0,Mar,7.3,10512.0
455,477,478,Saawariya,390000000,220000000,270000000,120000000,450000000,Disaster,tt0758053,142.0,Nov,5.2,8510.0
456,478,479,Shamitabh,370000000,220000000,300000000,70000000,400000000,Disaster,tt3836958,155.0,Feb,6.7,7992.0
457,480,481,Taal,500000000,220000000,340000000,150000000,150000000,Hit,tt0152836,179.0,Aug,6.6,6112.0
458,481,482,Aurangzeb,340000000,220000000,290000000,50000000,220000000,Flop,tt2804026,137.0,May,6.4,4522.0
460,483,484,Happy Phirr Bhag Jayegi,310000000,210000000,280000000,30000000,300000000,Flop,tt7881542,136.0,Aug,4.5,1518.0
461,484,485,Roohi,280000000,210000000,250000000,30000000,250000000,Average,tt10098288,134.0,Mar,4.3,11171.0
462,485,486,Apne,380000000,210000000,290000000,90000000,180000000,Average,tt0814014,173.0,Jun,6.1,3610.0
465,489,490,"Saheb, Biwi Aur Gangster Returns",290000000,210000000,290000000,0,190000000,Below Average,tt2362778,142.0,Mar,6.7,4184.0
466,490,491,Black Panther: Wakanda Forever,66340000000,210000000,870000000,65460000000,12500000000,Hit,tt9114286,161.0,Nov,6.6,333961.0
467,491,492,Nautanki Saala,320000000,210000000,290000000,30000000,150000000,Average,tt2341766,119.0,Apr,5.8,4509.0
468,492,493,Pyaar To Hona Hi Tha,310000000,210000000,290000000,10000000,70000000,SuperHit,tt0173081,156.0,Jul,6.6,3704.0
469,493,494,Heropanti 2,280000000,210000000,250000000,20000000,800000000,Disaster,tt11873440,145.0,Apr,2.3,27743.0
470,494,495,Hum Tum,410000000,210000000,300000000,110000000,80000000,Hit,tt0378072,143.0,May,7.0,15331.0
471,495,496,Raaz,350000000,210000000,340000000,0,50000000,Blockbuster,tt0307873,151.0,Feb,6.6,4280.0
472,496,497,Soldier,370000000,210000000,350000000,20000000,80000000,SuperHit,tt0120157,99.0,Oct,6.1,61551.0
473,498,499,Mulk,300000000,200000000,270000000,30000000,180000000,Above Average,tt7618184,140.0,Aug,7.2,21854.0
474,499,500,Baghban,430000000,200000000,280000000,140000000,120000000,Hit,tt0337578,181.0,Oct,7.4,17875.0
475,500,501,Luck,330000000,200000000,280000000,50000000,350000000,Flop,tt7214954,105.0,Aug,6.4,33032.0
476,501,502,Rangoon,390000000,200000000,280000000,110000000,600000000,Disaster,tt4909752,170.0,Feb,5.6,5132.0
477,502,503,U Me Aur Hum,390000000,200000000,270000000,110000000,250000000,Flop,tt1039995,156.0,Apr,5.8,2700.0
478,503,504,A Gentleman,380000000,200000000,280000000,90000000,650000000,Disaster,tt5613834,145.0,Aug,6.3,7723.0
479,504,505,Newton,280000000,200000000,280000000,0,150000000,Average,tt6484982,106.0,Sep,7.6,21546.0
480,505,506,Jersey,260000000,200000000,220000000,30000000,600000000,Disaster,tt8948790,157.0,Apr,8.5,24116.0
481,506,507,Life Partner,320000000,200000000,270000000,40000000,190000000,Below Average,tt1229366,138.0,Aug,5.3,1452.0
482,507,508,Blackmail,300000000,200000000,270000000,30000000,200000000,Above Average,tt6972140,138.0,Apr,7.2,12638.0
483,508,509,Rangeela,330000000,200000000,320000000,0,50000000,Blockbuster,tt0114234,142.0,Sep,7.4,10707.0
484,509,510,Karwaan,290000000,200000000,260000000,30000000,200000000,Average,tt7919680,114.0,Aug,7.6,18343.0
485,510,511,The Ghazi Attack,340000000,200000000,270000000,70000000,160000000,Average,tt6299040,116.0,Feb,7.5,14926.0
486,511,512,Dil Chahta Hai,380000000,200000000,320000000,60000000,130000000,Above Average,tt0292490,183.0,Aug,8.1,76921.0
487,512,513,Rocket Singh: Salesman of the Year,330000000,200000000,260000000,70000000,160000000,Above Average,tt1434447,150.0,Dec,7.5,22603.0
488,513,514,Kaante,410000000,200000000,320000000,90000000,280000000,Below Average,tt0294662,150.0,Dec,6.6,5585.0
489,514,515,Masti,340000000,200000000,270000000,60000000,100000000,Hit,tt0406977,166.0,Apr,6.2,7142.0
490,515,516,Waqt: The Race Against Time,420000000,200000000,290000000,130000000,160000000,Average,tt0390614,153.0,Apr,6.7,10237.0
491,516,517,The Accidental Prime Minister,260000000,200000000,240000000,20000000,250000000,Flop,tt6986710,112.0,Jan,6.0,8237.0
492,517,518,The Sky Is Pink,280000000,200000000,230000000,50000000,240000000,Flop,tt8902990,143.0,Oct,7.6,10002.0
493,518,519,Kidnap,330000000,200000000,270000000,60000000,270000000,Flop,tt1458169,95.0,Aug,5.9,40323.0
494,519,520,Raja,330000000,200000000,320000000,10000000,40000000,Blockbuster,tt0114230,168.0,Jun,5.0,1055.0
495,520,521,The Lunchbox,1000000000,200000000,270000000,730000000,220000000,Average,tt2350496,104.0,Sep,7.8,62347.0
496,521,522,Sunday,310000000,200000000,270000000,40000000,200000000,Below Average,tt1039989,135.0,Jan,5.5,3000.0
497,522,523,Hulchul,310000000,200000000,280000000,30000000,100000000,Hit,tt0437238,149.0,Nov,7.0,9583.0
498,522,523,Hulchul,310000000,200000000,280000000,30000000,100000000,Hit,tt0437238,149.0,Nov,7.0,9583.0
499,523,524,Tere Naal Love Ho Gaya,310000000,190000000,260000000,40000000,130000000,Average,tt2130242,130.0,Feb,5.9,4644.0
500,524,525,Badhaai Do,230000000,190000000,200000000,30000000,300000000,Disaster,tt11934846,147.0,Feb,7.0,21663.0
501,526,527,Krazzy 4,310000000,190000000,260000000,50000000,160000000,Average,tt1182908,110.0,Apr,4.2,2344.0
502,527,528,Chance Pe Dance,290000000,190000000,260000000,30000000,260000000,Flop,tt1392744,122.0,Jan,4.8,3124.0
503,528,529,Agni Sakshi,310000000,190000000,300000000,0,40000000,Blockbuster,tt0115484,142.0,Mar,6.2,793.0
504,529,530,Radhe Shyam,1440000000,190000000,1170000000,260000000,3500000000,Disaster,tt8960382,138.0,Mar,5.2,32479.0
505,530,531,Ungli,290000000,190000000,260000000,30000000,350000000,Disaster,tt2392447,114.0,Nov,5.8,4242.0
506,531,532,Fitoor,390000000,190000000,260000000,130000000,700000000,Disaster,tt4399594,131.0,Feb,5.4,5417.0
507,532,533,Chalte Chalte,400000000,190000000,260000000,140000000,110000000,Hit,tt0346723,167.0,Jun,6.5,16993.0
508,533,534,Alone,290000000,190000000,250000000,30000000,180000000,Below Average,tt7711170,98.0,Sep,6.2,31488.0
509,534,535,Lipstick Under My Burkha,260000000,190000000,250000000,0,60000000,Hit,tt4807830,117.0,Sep,6.8,7413.0
510,535,536,Te3n,330000000,190000000,250000000,80000000,340000000,Flop,tt4814290,136.0,Jun,7.2,13995.0
511,536,537,Dolly Ki Doli,280000000,190000000,250000000,20000000,180000000,Below Average,tt4332114,98.0,Jan,4.6,3228.0
512,537,538,Bade Miyan Chote Miyan,350000000,190000000,320000000,20000000,100000000,Hit,tt18072316,163.0,Apr,3.8,38814.0
513,538,539,Barsaat,330000000,190000000,320000000,10000000,80000000,SuperHit,tt0112459,166.0,Oct,5.6,1441.0
514,539,540,Kaal,320000000,180000000,250000000,60000000,110000000,Average,tt0415908,126.0,Apr,4.7,6140.0
515,540,541,Dulhan Hum Le Jayenge,360000000,180000000,310000000,50000000,110000000,Hit,tt0247992,158.0,Jan,5.1,3946.0
516,541,542,Jabariya Jodi,250000000,180000000,220000000,30000000,300000000,Flop,tt8785426,125.0,Aug,4.0,1862.0
517,543,544,Sarfarosh,290000000,180000000,250000000,40000000,80000000,Hit,tt0200087,174.0,Apr,8.1,27563.0
518,544,545,Jodi No.1,340000000,180000000,310000000,20000000,100000000,Hit,tt3425064,135.0,Mar,5.8,5.0
519,545,546,Liger,560000000,180000000,480000000,70000000,1250000000,Disaster,tt4435072,140.0,Aug,2.6,48069.0
520,546,547,Chori Chori Chupke Chupke,370000000,180000000,310000000,60000000,100000000,Hit,tt0256692,165.0,Mar,5.5,5416.0
521,547,548,Madaari,280000000,180000000,240000000,40000000,200000000,Flop,tt5713232,133.0,Jul,7.6,15363.0
522,548,549,Ziddi,320000000,180000000,310000000,0,70000000,SuperHit,tt0120551,170.0,Apr,5.9,1838.0
523,549,550,Bluffmaster!,310000000,180000000,240000000,70000000,80000000,Above Average,tt0476527,137.0,Dec,6.6,6831.0
524,550,551,Gupt: The Hidden Truth,330000000,180000000,310000000,10000000,90000000,Hit,tt0119239,173.0,Aug,7.3,5802.0
525,551,552,Pyaar Kiya To Darna Kya,330000000,180000000,250000000,80000000,80000000,SuperHit,tt0173080,162.0,Mar,6.6,6131.0
526,552,553,Jayeshbhai Jordaar,170000000,170000000,210000000,30000000,10000000,Disaster,tt10393870,121.0,May,6.0,44134.0
528,554,555,Josh,340000000,170000000,280000000,50000000,150000000,Average,tt0151150,162.0,Jun,6.1,11238.0
529,555,556,Fool n Final,270000000,170000000,230000000,30000000,230000000,Flop,tt0493417,144.0,Jun,3.6,2339.0
530,556,557,Main Prem Ki Diwani Hoon,380000000,170000000,270000000,110000000,210000000,Flop,tt0265148,197.0,Jun,3.8,5213.0
531,557,558,Creature,250000000,170000000,230000000,10000000,250000000,Flop,tt0088961,95.0,Mar,4.4,4822.0
532,558,559,Break Ke Baad,290000000,170000000,230000000,50000000,190000000,Flop,tt1578261,118.0,Nov,5.2,4641.0
533,559,560,Aankhen,290000000,170000000,230000000,50000000,150000000,Average,tt0306434,165.0,Apr,7.4,14157.0
534,559,560,Aankhen,290000000,170000000,230000000,50000000,150000000,Average,tt0306434,165.0,Apr,7.4,14157.0
535,560,561,7 Khoon Maaf,270000000,170000000,230000000,30000000,210000000,Flop,tt1629376,137.0,Feb,6.3,6837.0
536,561,562,Qayamat: City Under Threat,280000000,170000000,230000000,40000000,160000000,Average,tt0364621,180.0,Jul,4.8,2599.0
537,562,563,Attack - Part 1,220000000,170000000,180000000,30000000,550000000,Flop,tt21363292,123.0,Jan,4.8,8.0
538,563,564,Laaga Chunari Mein Daag,350000000,170000000,230000000,120000000,150000000,Below Average,tt0985636,122.0,Oct,5.4,2746.0
540,565,566,Baabul,380000000,170000000,230000000,150000000,220000000,Flop,tt0419468,169.0,Dec,5.4,3656.0
541,566,567,Mujhe Kucch Kehna Hai,290000000,170000000,280000000,10000000,70000000,SuperHit,tt0284328,135.0,May,4.8,1297.0
542,567,568,Cheeni Kum,310000000,170000000,230000000,80000000,110000000,Above Average,tt0976026,140.0,May,6.8,5730.0
543,568,569,Band Baaja Baaraat,300000000,170000000,230000000,60000000,130000000,Average,tt1610452,139.0,Dec,7.2,18508.0
544,569,570,Ajnabee,310000000,170000000,230000000,80000000,170000000,Average,tt0278291,165.0,Sep,6.3,9306.0
545,570,571,Selfiee,240000000,170000000,200000000,40000000,1000000000,Disaster,tt15516726,148.0,Feb,5.7,13845.0
546,571,572,Aiyaary,300000000,170000000,210000000,80000000,650000000,Flop,tt6774212,157.0,Feb,5.3,5298.0
547,572,573,Refugee,340000000,170000000,270000000,60000000,140000000,Average,tt0250690,207.0,Jun,5.2,2199.0
549,574,575,Hero No. 1,300000000,170000000,300000000,0,60000000,SuperHit,tt0119285,134.0,Feb,6.3,3512.0
550,575,576,Section 375,220000000,170000000,200000000,20000000,200000000,Below Average,tt8144834,124.0,Sep,8.1,18621.0
551,576,577,Bewafaa,300000000,160000000,220000000,70000000,180000000,Average,tt0363472,151.0,Feb,4.1,2647.0
552,577,578,Hum Aapke Dil Mein Rehte Hain,360000000,160000000,280000000,70000000,60000000,SuperHit,tt0189592,168.0,Jan,5.5,1838.0
553,578,579,Qarib Qarib Singlle,240000000,160000000,220000000,10000000,150000000,Average,tt10944632,4.0,Feb,7.4,9.0
554,579,580,Yuvvraaj,280000000,160000000,220000000,60000000,450000000,Disaster,tt1105747,151.0,Nov,4.1,4773.0
555,580,581,Do Knot Disturb,270000000,160000000,220000000,50000000,280000000,Flop,tt1343362,126.0,Oct,3.7,1288.0
556,581,582,Parineeta,300000000,160000000,220000000,70000000,160000000,Below Average,tt0437407,130.0,Jun,7.2,9716.0
557,582,583,Mumbai Saga,220000000,160000000,190000000,20000000,400000000,Flop,tt10483386,135.0,Mar,5.8,9991.0
558,583,584,Jeet,280000000,160000000,270000000,10000000,60000000,SuperHit,tt0116690,180.0,Aug,5.8,2730.0
559,584,585,Humraaz,280000000,160000000,260000000,20000000,140000000,Average,tt0326576,173.0,Jul,6.4,3927.0
560,585,586,The Tashkent Files,200000000,160000000,190000000,0,80000000,SuperHit,tt8108268,134.0,Apr,8.1,36304.0
561,586,587,Awara Paagal Deewana,270000000,160000000,210000000,50000000,130000000,Average,tt0319020,158.0,Jun,6.3,9622.0
562,587,588,Kachche Dhaage,280000000,160000000,270000000,10000000,100000000,Hit,tt0206067,144.0,Feb,6.0,1763.0
563,588,589,Swades,330000000,160000000,220000000,110000000,200000000,Flop,tt0367110,189.0,Dec,8.2,100779.0
564,589,590,1921,220000000,150000000,200000000,20000000,150000000,Above Average,tt6958030,144.0,Jan,4.3,1552.0
565,590,591,Andaaz,280000000,150000000,210000000,70000000,80000000,Hit,tt0346507,145.0,May,5.2,2791.0
566,591,592,All Is Well,230000000,150000000,210000000,10000000,280000000,Flop,tt3547616,126.0,Aug,3.6,1707.0
567,592,593,Dhol,230000000,150000000,210000000,10000000,140000000,Average,tt0995035,145.0,Sep,6.5,8030.0
568,594,595,Lajja,330000000,150000000,250000000,70000000,200000000,Flop,tt0293342,202.0,Aug,6.6,2927.0
569,595,596,Life in a Metro,240000000,150000000,210000000,30000000,80000000,Above Average,tt0800956,132.0,May,7.4,13242.0
570,596,597,Aitraaz,260000000,150000000,210000000,50000000,110000000,Average,tt0418460,160.0,Nov,6.6,11066.0
571,597,598,Kyaa Kool Hai Hum,210000000,150000000,200000000,0,50000000,Hit,tt0456500,172.0,May,6.1,3997.0
572,599,600,Sholay,500000000,150000000,350000000,150000000,30000000,All Time Blockbuster,tt0073707,162.0,Aug,8.1,60568.0
573,600,601,1920 London,220000000,150000000,200000000,20000000,150000000,Below Average,tt5638500,120.0,May,4.2,2047.0
574,601,602,8 x 10 Tasveer,230000000,150000000,200000000,20000000,350000000,Disaster,tt1105709,122.0,Apr,5.4,6235.0
575,602,603,Apaharan,220000000,150000000,210000000,0,100000000,Above Average,tt0451631,173.0,Dec,7.4,5304.0
576,603,604,Tezz,260000000,150000000,200000000,50000000,520000000,Disaster,tt1706317,121.0,Apr,4.1,2652.0
577,604,605,Har Dil Jo Pyar Karega,320000000,150000000,250000000,60000000,130000000,Average,tt0250415,173.0,Aug,5.1,4939.0
579,606,607,Badal,250000000,150000000,250000000,0,100000000,Hit,tt0247944,166.0,Feb,5.0,1563.0
580,607,608,Deewane Huye Paagal,260000000,150000000,200000000,60000000,200000000,Flop,tt0444781,158.0,Nov,5.6,6056.0
581,608,609,Tere Naam,240000000,150000000,190000000,40000000,120000000,Average,tt11047176,160.0,Jun,7.2,5.0
582,609,610,Dev.D,190000000,150000000,190000000,0,110000000,Average,tt1327035,144.0,Feb,7.9,32649.0
583,610,611,Saathiya,280000000,150000000,230000000,40000000,70000000,Hit,tt0330843,138.0,Dec,6.8,7905.0
584,611,612,Ghatak,260000000,150000000,250000000,0,60000000,SuperHit,tt4771744,135.0,Mar,7.3,170.0
585,612,613,Mela,280000000,150000000,240000000,30000000,160000000,Flop,tt0232079,172.0,Jan,3.7,5046.0
586,613,614,Zanjeer,220000000,150000000,200000000,20000000,450000000,Disaster,tt0070947,145.0,May,7.5,4267.0
587,613,614,Zanjeer,220000000,150000000,200000000,20000000,450000000,Disaster,tt0070947,145.0,May,7.5,4267.0
588,614,615,Haseena Maan Jaayegi,260000000,140000000,240000000,10000000,90000000,Hit,tt0267548,147.0,Jun,6.3,3772.0
589,616,617,Murder,210000000,140000000,200000000,0,50000000,SuperHit,tt3402236,114.0,Nov,6.5,312718.0
590,617,618,Baadshah,310000000,140000000,240000000,70000000,100000000,Above Average,tt0211934,175.0,Aug,6.9,20759.0
591,618,619,Koyla,270000000,140000000,250000000,20000000,120000000,Average,tt0136352,166.0,Apr,6.2,10031.0
592,619,620,Jhund,230000000,140000000,170000000,50000000,10000000,Average,tt8983228,176.0,Mar,7.4,25921.0
593,620,621,Freaky Ali,210000000,140000000,190000000,10000000,180000000,Flop,tt5943306,120.0,Sep,5.0,3032.0
594,621,622,Hamara Dil Aapke Paas Hai,290000000,140000000,230000000,50000000,80000000,Hit,tt0255212,165.0,Aug,5.5,2086.0
595,622,623,Fiza,310000000,140000000,230000000,70000000,50000000,Hit,tt0248012,170.0,Sep,6.0,4541.0
596,623,624,Gulaab Gang,220000000,140000000,190000000,30000000,270000000,Flop,tt2573750,139.0,Mar,6.0,2237.0
597,624,625,Khiladiyon Ka Khiladi,250000000,140000000,190000000,50000000,60000000,SuperHit,tt0246729,162.0,Jun,6.0,6268.0
598,625,626,Maine Pyar Kiya,270000000,140000000,230000000,40000000,40000000,All Time Blockbuster,tt0100095,192.0,Dec,7.3,13289.0
599,626,627,Bhoot,210000000,140000000,200000000,10000000,60000000,Hit,tt0341266,113.0,May,6.4,4215.0
600,627,628,Apna Sapna Money Money,190000000,140000000,190000000,0,80000000,Above Average,tt0493437,134.0,Nov,5.4,2347.0
601,628,629,Humko Deewana Kar Gaye,270000000,140000000,190000000,80000000,170000000,Flop,tt0444840,155.0,Apr,5.2,4430.0
603,630,631,Yuva,230000000,140000000,190000000,30000000,110000000,Below Average,tt0382383,161.0,May,7.3,9490.0
604,631,632,Satya,180000000,140000000,180000000,0,30000000,SuperHit,tt0195231,170.0,Jul,8.3,17207.0
605,632,633,Teraa Surroor,200000000,140000000,180000000,10000000,150000000,Average,tt5056470,106.0,Mar,2.7,981.0
606,633,634,Dhadkan,260000000,140000000,180000000,70000000,90000000,Average,tt0255111,161.0,Aug,6.5,8272.0
607,634,635,Hindustan Ki Kasam,260000000,130000000,180000000,70000000,120000000,Average,tt0207513,146.0,Jul,3.5,695.0
608,635,636,Bewakoofiyaan,210000000,130000000,180000000,30000000,190000000,Flop,tt3483646,119.0,Mar,5.5,4611.0
609,636,637,Judaai,270000000,130000000,240000000,30000000,60000000,SuperHit,tt0119427,167.0,Feb,6.1,2972.0
610,637,638,Bandit Queen,200000000,130000000,200000000,0,30000000,SuperHit,tt0109206,119.0,Jun,7.5,5448.0
611,638,639,Hum Tumhare Hain Sanam,310000000,130000000,180000000,120000000,120000000,Average,tt0222024,174.0,May,5.4,7428.0
612,639,640,Ant-Man and the Wasp: Quantumania,38900000000,130000000,550000000,21550000000,15000000000,Average,tt10954600,124.0,Feb,6.0,252231.0
613,641,642,Dhan Dhana Dhan Goal,210000000,130000000,180000000,20000000,180000000,Flop,tt1120897,167.0,Nov,5.1,2919.0
614,642,643,Great Grand Masti,200000000,130000000,180000000,10000000,380000000,Disaster,tt4675030,134.0,Jul,3.7,3313.0
615,643,644,Saajan Chale Sasural,230000000,130000000,230000000,0,40000000,SuperHit,tt0246905,134.0,Apr,5.9,1619.0
616,644,645,Company,230000000,130000000,210000000,20000000,80000000,Above Average,tt0296574,142.0,Apr,8.0,16374.0
617,645,646,Chup Chup Ke,240000000,130000000,180000000,60000000,100000000,Average,tt0464160,164.0,Jun,7.0,13541.0
618,646,647,Aankhen,180000000,130000000,180000000,0,20000000,All Time Blockbuster,tt0306434,165.0,Apr,7.4,14157.0
619,646,647,Aankhen,180000000,130000000,180000000,0,20000000,All Time Blockbuster,tt0306434,165.0,Apr,7.4,14157.0
620,647,648,Deewana Mastana,240000000,130000000,230000000,10000000,70000000,Hit,tt0118957,140.0,Sep,6.7,2915.0
621,648,649,Hunterrr,180000000,130000000,180000000,0,90000000,Average,tt4333674,141.0,Mar,7.0,6877.0
622,649,650,Hate Story,170000000,130000000,170000000,0,90000000,Average,tt2309987,140.0,Apr,5.3,4067.0
623,650,651,Babumoshai Bandookbaaz,180000000,130000000,180000000,0,100000000,Average,tt6711660,122.0,Aug,6.9,2564.0
624,651,652,Ghulam,230000000,130000000,210000000,10000000,70000000,Hit,tt0190419,162.0,Jun,7.2,12337.0
625,652,653,India's Most Wanted,180000000,130000000,150000000,20000000,300000000,Disaster,tt8484942,123.0,May,4.7,2390.0
626,653,654,Bbuddah...Hoga Terra Baap,210000000,130000000,170000000,30000000,200000000,Flop,tt1869296,114.0,Jul,5.6,3053.0
627,654,655,Maa Tujhhe Salaam,210000000,130000000,210000000,0,120000000,Average,tt0307116,162.0,Jan,3.7,1351.0
628,655,656,Judwaa,230000000,130000000,170000000,50000000,60000000,Hit,tt0119428,138.0,Feb,6.1,7378.0
629,656,657,Paheli,310000000,130000000,180000000,130000000,140000000,Below Average,tt0451850,140.0,Jun,6.4,14491.0
630,657,658,Shaadi Mein Zaroor Aana,170000000,130000000,160000000,0,130000000,Below Average,tt7469726,137.0,Nov,7.5,18042.0
631,658,659,Major Saab,220000000,120000000,200000000,10000000,80000000,Hit,tt0172761,165.0,Jun,5.3,2358.0
632,659,660,Major,580000000,120000000,450000000,130000000,300000000,SuperHit,tt9851854,150.0,Jun,8.1,33557.0
633,660,661,Ujda Chaman,160000000,120000000,150000000,10000000,200000000,Flop,tt11046300,120.0,Nov,6.9,5699.0
635,663,664,Mujhse Dosti Karoge!,320000000,120000000,200000000,120000000,110000000,Below Average,tt0272736,149.0,Aug,5.1,6699.0
636,664,665,China Gate,220000000,120000000,210000000,0,90000000,Above Average,tt0210609,175.0,Nov,6.6,1933.0
637,665,666,Halla Bol,190000000,120000000,170000000,20000000,200000000,Flop,tt0892874,142.0,Jan,6.0,2431.0
638,666,667,Dulhe Raja,210000000,120000000,210000000,0,50000000,SuperHit,tt0210659,143.0,Jul,6.8,3400.0
639,667,668,Kyon Ki,220000000,120000000,170000000,50000000,200000000,Flop,tt0451787,160.0,Nov,5.5,5015.0
640,668,669,Gangster,160000000,120000000,160000000,0,50000000,Above Average,tt0495032,123.0,Apr,7.2,6816.0
641,669,670,Coolie No. 1,210000000,120000000,200000000,0,30000000,SuperHit,tt10280276,134.0,Dec,4.2,74392.0
642,670,671,Manjhi - The Mountain Man,160000000,120000000,160000000,0,80000000,Average,tt3449292,120.0,Aug,8.0,20272.0
643,671,672,God Tussi Great Ho,200000000,120000000,170000000,30000000,210000000,Flop,tt0476550,152.0,Aug,3.7,5074.0
644,672,673,Heroes,230000000,120000000,160000000,60000000,180000000,Flop,tt0813715,45.0,Sep,7.5,257154.0
645,673,674,Hungama,180000000,120000000,170000000,10000000,60000000,Above Average,tt0371735,153.0,Aug,7.6,17227.0
646,674,675,Hera Pheri,210000000,120000000,160000000,40000000,70000000,Hit,tt0242519,156.0,Mar,8.2,75076.0
647,675,676,Made In China,160000000,120000000,140000000,10000000,250000000,Flop,tt8983180,128.0,Oct,6.2,5128.0
648,676,677,Mere Dad Ki Maruti,170000000,120000000,160000000,0,100000000,Below Average,tt2323964,101.0,Mar,6.4,4953.0
649,677,678,Kya Kehna,210000000,120000000,190000000,10000000,40000000,SuperHit,tt0250483,155.0,May,5.8,2341.0
650,678,679,Mohra,220000000,120000000,160000000,60000000,30000000,Blockbuster,tt0110546,177.0,Jul,7.0,8828.0
651,679,680,Khalnayak,210000000,120000000,210000000,0,50000000,SuperHit,tt0107311,190.0,Jun,7.1,3897.0
652,680,681,Bandhan,210000000,110000000,200000000,0,50000000,Hit,tt0273452,154.0,Oct,4.8,2229.0
654,682,683,Paan Singh Tomar,170000000,110000000,160000000,10000000,70000000,Average,tt1620933,135.0,Mar,8.2,38555.0
655,683,684,Yamla Pagla Deewana Phir Se,170000000,110000000,140000000,20000000,300000000,Disaster,tt7609114,145.0,Aug,4.4,1400.0
656,684,685,Fanney Khan,190000000,110000000,140000000,40000000,180000000,Flop,tt6384386,130.0,Aug,4.5,2372.0
657,685,686,Pyare Mohan,180000000,110000000,150000000,20000000,120000000,Flop,tt0461323,130.0,Apr,3.4,994.0
658,686,687,Chup,190000000,110000000,130000000,50000000,250000000,Flop,tt15654262,135.0,Sep,7.5,25872.0
659,687,688,Ek Aur Ek Gyarah,190000000,110000000,160000000,30000000,80000000,Below Average,tt0359213,153.0,Dec,6.4,61.0
660,688,689,Ab Tumhare Hawale Watan Saathiyo,190000000,110000000,150000000,30000000,200000000,Flop,tt0397882,193.0,Dec,4.5,1850.0
661,689,690,Bobby Jasoos,200000000,110000000,150000000,40000000,240000000,Flop,tt3359290,121.0,Jul,5.5,2456.0
662,690,691,Chal Mere Bhai,210000000,110000000,180000000,20000000,130000000,Flop,tt0245825,136.0,May,4.7,3765.0
663,691,692,Beta,210000000,110000000,210000000,0,40000000,Blockbuster,tt0101437,171.0,Apr,6.2,2495.0
664,692,693,A Wednesday!,150000000,110000000,150000000,0,30000000,Hit,tt1280558,104.0,Sep,8.1,84399.0
665,693,694,Loveyatri,180000000,110000000,150000000,20000000,220000000,Flop,tt9038930,3.0,Aug,4.0,130.0
666,694,695,Asoka,270000000,110000000,190000000,80000000,120000000,Below Average,tt0249371,180.0,Oct,6.4,15508.0
667,695,696,Arjun Pandit,310000000,110000000,240000000,70000000,90000000,Average,tt0278315,150.0,Aug,5.4,1091.0
668,696,697,Deewangee,170000000,110000000,150000000,10000000,90000000,Average,tt0337971,169.0,Oct,6.5,3046.0
669,697,698,Vaastav: The Reality,190000000,110000000,190000000,0,50000000,Hit,tt0220832,145.0,Oct,8.0,15081.0
670,698,699,Chachi 420,200000000,110000000,190000000,0,40000000,Hit,tt0233422,155.0,Dec,7.4,13862.0
671,699,700,An Action Hero,160000000,110000000,130000000,30000000,300000000,Flop,tt15600222,130.0,Dec,7.0,32711.0
672,700,701,Poster Boys,140000000,110000000,140000000,0,180000000,Flop,tt6352548,128.0,Sep,5.4,1739.0
673,701,702,Daag: The Fire,200000000,110000000,180000000,10000000,60000000,Hit,tt0272062,152.0,Feb,4.8,796.0
674,702,703,Virasat,200000000,110000000,190000000,10000000,50000000,Hit,tt0120456,165.0,May,7.4,2965.0
676,704,705,Yes Boss,220000000,110000000,190000000,30000000,50000000,Hit,tt0120540,163.0,Jul,6.7,14775.0
677,705,706,Hadh Kar Di Aapne,190000000,110000000,170000000,10000000,70000000,Above Average,tt0244528,134.0,Apr,5.3,2197.0
679,707,708,Sye Raa Narasimha Reddy,2460000000,110000000,2160000000,300000000,2750000000,Below Average,tt7283064,167.0,Oct,7.2,8836.0
680,708,709,Kurukshetra,180000000,110000000,170000000,10000000,80000000,Average,tt7968456,185.0,Aug,6.2,1667.0
